// Reference=MNI

// 10388802-1
// Subjects=20
-35.0	11.0	-5.0
-40.0	-62.0	-15.0
-45.0	-48.0	18.0
59.0	15.0	21.0
48.0	-22.0	29.0
-11.0	20.0	-4.0
50.0	-52.0	22.0
-51.0	7.0	19.0
23.0	34.0	28.0
35.0	-61.0	1.0
37.0	8.0	8.0
-56.0	-21.0	-20.0
-40.0	-69.0	40.0
12.0	-1.0	-16.0
-28.0	42.0	-5.0
-11.0	19.0	-4.0
60.0	15.0	24.0
42.0	-68.0	-13.0

// 16027012-1
// Subjects=20
27.0	-60.0	-30.0
-21.0	-27.0	-6.0
-36.0	-51.0	-27.0
-39.0	-66.0	-36.0
27.0	54.0	0.0
-15.0	-9.0	-3.0
-3.0	-6.0	6.0
-21.0	-3.0	18.0
-42.0	21.0	39.0
45.0	-60.0	42.0
-36.0	-69.0	24.0
-12.0	-27.0	-39.0
-3.0	-18.0	9.0
12.0	-78.0	-30.0
-24.0	66.0	9.0
30.0	24.0	-15.0
-27.0	27.0	54.0
30.0	24.0	-6.0
39.0	-72.0	30.0
36.0	-84.0	30.0
3.0	-48.0	42.0
-3.0	-18.0	9.0
-27.0	51.0	24.0
-27.0	51.0	-3.0
-33.0	57.0	12.0
30.0	57.0	3.0
9.0	-66.0	48.0
45.0	42.0	30.0
30.0	-78.0	36.0
-36.0	-18.0	39.0
9.0	-99.0	15.0
-27.0	24.0	-9.0
-45.0	24.0	24.0
-30.0	57.0	0.0
24.0	60.0	0.0
-33.0	-87.0	21.0
3.0	-60.0	-39.0
-3.0	33.0	-12.0
-9.0	-93.0	9.0
30.0	51.0	9.0
-24.0	51.0	18.0
6.0	-72.0	36.0
54.0	30.0	30.0
-39.0	-81.0	3.0
-48.0	24.0	-9.0
-24.0	-66.0	57.0
-27.0	51.0	24.0
-42.0	27.0	36.0
-48.0	30.0	33.0
15.0	-63.0	27.0
-27.0	-6.0	-9.0
-21.0	-24.0	12.0
15.0	-15.0	9.0
-39.0	12.0	48.0
18.0	-30.0	-9.0
6.0	-84.0	-9.0
36.0	-81.0	36.0
-27.0	45.0	21.0
-33.0	-54.0	39.0
-30.0	54.0	6.0
-6.0	-27.0	3.0
-42.0	24.0	-15.0
-36.0	15.0	57.0
48.0	36.0	30.0
-15.0	-12.0	6.0
-42.0	18.0	-18.0
-21.0	-36.0	-15.0
-30.0	-39.0	-12.0
-33.0	-84.0	27.0
-9.0	-78.0	36.0
51.0	24.0	0.0
12.0	-75.0	-27.0
18.0	63.0	9.0
24.0	60.0	6.0
-24.0	21.0	42.0
-21.0	-21.0	-9.0
-15.0	-60.0	18.0
21.0	-33.0	-12.0
-24.0	-42.0	-12.0
-6.0	-42.0	12.0
33.0	24.0	-12.0
-33.0	54.0	-6.0
-42.0	21.0	-15.0
-39.0	57.0	0.0
-27.0	54.0	-6.0
-9.0	-81.0	-33.0
33.0	57.0	9.0
-12.0	-72.0	-12.0
-6.0	21.0	39.0
30.0	60.0	-6.0
-48.0	27.0	21.0
-45.0	24.0	21.0
-18.0	36.0	39.0
42.0	-33.0	39.0
-48.0	-39.0	36.0
-51.0	-12.0	-21.0
24.0	57.0	3.0
15.0	-15.0	-12.0
0.0	39.0	36.0
