,id,PositiveTail 1,PositiveTail 2,PositiveTail 3,PositiveTail 4,PositiveTail 5,PositiveTail 6,PositiveTail 7,PositiveTail 8,PositiveTail 9,PositiveTail 10,PositiveTail 11
111,23266012-1,0.0031176863703876734,0.0,0.0018605802906677127,1.8927986502603744e-06,6.713985101214348e-08,0.006591766141355038,0.006993946153670549,0.0,1.9197154870198574e-06,0.0,5.1856040954589844e-05
112,23384193-1,0.007955948822200298,0.006244927644729614,0.0043380362913012505,0.016915282234549522,0.010082476772367954,3.5200544516555965e-05,0.008083732798695564,0.03139767423272133,0.0,0.031388066709041595,0.0
113,23435209-1,0.010264870710670948,0.01090859342366457,0.017062712460756302,0.05673748254776001,0.009051843546330929,0.00929194688796997,0.0,0.00023246364435181022,0.0007385986391454935,0.00025304662995040417,0.00035518326330929995
114,23734122-1,0.011221186257898808,0.01279887929558754,0.009632463566958904,0.0014751034323126078,0.006632351316511631,0.012549175880849361,0.012798813171684742,0.0008232268737629056,0.024134093895554543,2.2240538577467106e-10,0.015391504392027855
115,23918599-1,0.003275016089901328,0.004152442328631878,8.586250260123052e-06,4.89681255544383e-08,0.004146635066717863,0.0015357122756540775,0.0012158284662291408,0.0,0.0,0.0,0.0
116,23954715-1,0.001156890532001853,0.01418947521597147,0.013323717750608921,0.0,0.0010100259678438306,0.014452149160206318,0.002637635450810194,0.00018178568279836327,0.0031590822618454695,0.0001972635800484568,0.0
117,24009565-1,1.086524389393162e-05,0.0038808637764304876,0.015297099016606808,3.390952406334691e-05,9.668020766184782e-07,0.014482746832072735,0.0,0.003751366399228573,1.8246320010462114e-09,6.67216171201801e-10,0.0010284240124747157
118,24094578-1,0.003937520552426577,0.0022084019146859646,0.004834804683923721,0.0001270752982236445,0.012121862731873989,0.01274124812334776,0.004277546890079975,0.0005960032576695085,0.00015755879576317966,2.2747179173165932e-05,0.021599799394607544
119,24177990-1,0.0023642806336283684,0.008885304443538189,0.005533281248062849,0.0,0.0010828191880136728,0.0,0.0,0.0,0.0,0.0,1.083720779782027e-09
120,24283491-1,0.002613072982057929,0.004312789533287287,0.01067313365638256,0.0008241818286478519,0.01326071098446846,0.002449885243549943,7.625327591576081e-10,0.02294582687318325,0.00044634350342676044,0.0013755313120782375,0.010528791695833206
121,24427267-1,0.0,8.269444515462965e-05,0.011090942658483982,1.6849851363076596e-06,5.818002136948053e-06,0.004848307464271784,0.0,1.7195294276461937e-05,0.0,4.448107715493421e-10,0.0
122,24495660-1,0.0011043602135032415,0.001756142359226942,0.0033214071299880743,0.009142585098743439,0.0035474488977342844,8.657368016429245e-05,0.0015935235423967242,0.0015052648959681392,0.00020515918731689453,0.0,0.00040290437755174935
123,24564467-1,0.0,0.00019467102538328618,0.008000790141522884,4.195303972664988e-06,0.0,0.004520892631262541,0.0,6.314770644166856e-07,0.0,0.0,0.0
124,24608131-1,0.005463824607431889,0.007426571566611528,0.004923542961478233,0.002706804545596242,0.009975993074476719,0.005613840185105801,0.00172718265093863,0.001838069991208613,6.163201504705285e-08,0.0019796586129814386,0.0310409776866436
125,24639328-1,0.0,0.0,0.0,0.0,0.00039008742896839976,0.006505834404379129,0.0,3.727597075453559e-08,0.0,0.0,0.0
126,24700584-1,0.006457758601754904,0.006589410360902548,1.1444340998423286e-05,0.008985430002212524,0.006442636717110872,1.0148971796297701e-06,0.0,0.0,0.014426588080823421,0.016226401552557945,0.0
127,24824899-1,0.005757676903158426,0.003927349112927914,0.0007825419306755066,0.0,0.006522760260850191,2.8311711503192782e-05,2.9230422526893562e-09,0.0018747642170637846,5.648330625263043e-05,0.0,0.0
128,24825621-1,0.008059180341660976,0.015146929770708084,0.0005355959292501211,2.6798608814715408e-05,0.0033956803381443024,0.00013878257595933974,0.0073901209980249405,0.002889320021495223,0.004156673792749643,0.0,3.9041043464749237e-07
129,24828546-1,0.0032100658863782883,0.003443919587880373,0.010117231868207455,0.000154318826389499,0.0003646156401373446,0.01861635409295559,0.00821343157440424,0.0005270203691907227,0.0029902870301157236,0.009192291647195816,1.5605579051225504e-07
130,24917798-1,8.803612416841133e-08,5.645521383712548e-09,0.01755814254283905,0.00027021646383218467,0.0,0.017929377034306526,0.0,5.646755880661658e-07,0.0,0.0001648017205297947,0.0
131,24946317-1,0.024786723777651787,0.011207603849470615,0.01872541941702366,0.025775890797376633,0.019736941903829575,0.01569094881415367,0.001402596477419138,0.0,0.0,0.0162124615162611,1.0295347685485012e-08
132,25050426-1,0.0050263237208127975,6.017422293780328e-08,6.075431883800775e-06,0.0031953826546669006,0.005133131984621286,2.1846046749374182e-08,2.5826095225056633e-05,8.968376619122864e-08,0.0,0.007555125281214714,0.0
133,25064431-1,0.003359762253239751,0.0013755956897512078,0.0,8.334244193974882e-05,1.3759106423094636e-06,0.0,0.0,0.0003480972081888467,0.0,2.4019781719175626e-08,0.0
134,25177285-1,0.030415326356887817,0.007008262909948826,0.016663923859596252,0.020702995359897614,0.02179134078323841,0.02199428528547287,0.02811592072248459,2.860284809003133e-08,0.04041816666722298,1.501925817137817e-05,0.035938043147325516
135,25313659-1,0.0015231093857437372,0.001992277568206191,0.006203376222401857,4.314814283645774e-09,7.336799171753228e-05,0.0,0.0003836731193587184,0.0,0.011081261560320854,0.0,0.0
136,25447064-1,0.010615854524075985,0.005784409586340189,0.017987461760640144,0.022920113056898117,0.007438424043357372,0.006515133194625378,0.01066673919558525,0.023414280265569687,0.012172902934253216,0.04625500366091728,0.028035152703523636
137,25499146-1,0.005673543084412813,0.014252295717597008,0.0,8.024551334528951e-07,0.005505402572453022,2.4165951799659524e-06,0.017071519047021866,0.03208913281559944,0.0,0.03325850889086723,0.0
138,25541365-1,0.0036036386154592037,0.010260934941470623,0.0009770647156983614,0.028280865401029587,0.013421282172203064,1.6731015421100892e-05,0.0007364744669757783,0.00912428367882967,0.02779202163219452,0.009591587819159031,0.0
139,25868676-1,0.011412945576012135,0.010197329334914684,0.0012802502606064081,0.03745979070663452,0.004249146208167076,0.000817157095298171,0.0,0.018759455531835556,0.005353539250791073,0.04557626321911812,0.0066172881051898
